Bigram	Bigram Count	Uni Count	Bigram Prob
<s> brainpower	6	2220	0.002702702702702703
brainpower ,	6	6	1.0
, not	21	3842	0.005465903175429464
not physical	6	109	0.05504587155963303
physical plant	7	8	0.875
plant ,	279	2317	0.12041432887354338
, is	47	3842	0.012233211868818324
is now	14	447	0.03131991051454139
now a	7	66	0.10606060606060606
a firm	6	1783	0.0033651149747616375
firm 's	6	10	0.6
's chief	7	617	0.011345218800648298
chief asset	6	22	0.2727272727272727
asset .	6	6	1.0
. </s>	2131	2244	0.9496434937611408
<s> hundreds	1	2220	0.00045045045045045046
hundreds of	3	3	1.0
of sewers	1	1569	0.0006373486297004461
sewers at	1	1	1.0
at arrow	1	604	0.0016556291390728477
arrow shirt	2	2	1.0
shirt co.	1	3	0.3333333333333333
co. ,	19	63	0.30158730158730157
, who	46	3842	0.011972930765226444
who were	3	110	0.02727272727272727
were making	1	98	0.01020408163265306
making $	1	26	0.038461538461538464
$ 5	10	387	0.025839793281653745
5 to	1	17	0.058823529411764705
to $	21	1551	0.013539651837524178
$ 7.50	1	387	0.002583979328165375
7.50 an	1	1	1.0
an hour	18	234	0.07692307692307693
hour ,	5	24	0.20833333333333334
, were	10	3842	0.0026028110359187923
were dismissed	1	98	0.01020408163265306
dismissed when	1	1	1.0
when the	32	128	0.25
the plant	470	3676	0.12785636561479868
plant closed	2	2317	0.0008631851532153647
closed in	5	33	0.15151515151515152
in october	16	1651	0.009691096305269533
october and	1	19	0.05263157894736842
and the	95	1342	0.07078986587183309
the jobs	5	3676	0.0013601741022850925
jobs moved	1	92	0.010869565217391304
moved to	4	5	0.8
to latin	1	1551	0.0006447453255963894
latin america	2	2	1.0
america .	3	15	0.2
<s> that	18	2220	0.008108108108108109
that may	2	612	0.0032679738562091504
may be	11	51	0.21568627450980393
be cold	1	249	0.004016064257028112
cold comfort	1	11	0.09090909090909091
comfort for	1	2	0.5
for belle	1	521	0.0019193857965451055
belle mcfall	1	1	1.0
mcfall and	1	1	1.0
and 350	1	1342	0.0007451564828614009
350 other	1	10	0.1
other workers	2	79	0.02531645569620253
workers who	5	122	0.040983606557377046
who in	1	110	0.00909090909090909
october lost	1	19	0.05263157894736842
lost their	2	15	0.13333333333333333
their jobs	4	88	0.045454545454545456
jobs at	7	92	0.07608695652173914
at the	210	604	0.347682119205298
the cedartown	1	3676	0.0002720348204570185
cedartown plant	1	1	1.0
plant owned	3	2317	0.001294777729823047
owned by	9	20	0.45
by arrow	1	290	0.0034482758620689655
shirt ,	1	3	0.3333333333333333
, a	200	3842	0.052056220718375845
a unit	7	1783	0.003925967470555244
unit of	8	46	0.17391304347826086
of bidermann	1	1569	0.0006373486297004461
bidermann international	1	1	1.0
international .	2	31	0.06451612903225806
<s> in	83	2220	0.03738738738738739
in tijuana	2	1651	0.0012113870381586917
tijuana ,	2	2	1.0
, across	2	3842	0.0005205622071837585
across the	12	21	0.5714285714285714
the border	5	3676	0.0013601741022850925
border from	3	7	0.42857142857142855
from san	2	304	0.006578947368421052
san diego	3	21	0.14285714285714285
diego ,	2	3	0.6666666666666666
, the	237	3842	0.06168662155127538
the wastewater	2	3676	0.000544069640914037
wastewater treatment	2	3	0.6666666666666666
treatment plant	14	19	0.7368421052631579
plant is	54	2317	0.02330599913681485
is large	2	447	0.0044742729306487695
large enough	2	25	0.08
enough to	9	27	0.3333333333333333
to treat	4	1551	0.0025789813023855577
treat less	2	4	0.5
less than	9	21	0.42857142857142855
than half	3	85	0.03529411764705882
half the	3	18	0.16666666666666666
the mexican	4	3676	0.001088139281828074
mexican city	2	14	0.14285714285714285
city 's	4	52	0.07692307692307693
's waste	8	617	0.012965964343598054
waste ,	2	31	0.06451612903225806
the report	5	3676	0.0013601741022850925
report said	3	16	0.1875
said .	145	668	0.21706586826347304
<s> fire	2	2220	0.0009009009009009009
fire insures	2	23	0.08695652173913043
insures biological	2	2	1.0
biological diversity	2	8	0.25
diversity ,	2	2	1.0
, for	38	3842	0.00989068193649141
for instance	3	521	0.005758157389635317
instance ,	3	3	1.0
, by	7	3842	0.0018219677251431546
by keeping	2	290	0.006896551724137931
keeping a	2	3	0.6666666666666666
a handful	4	1783	0.002243409983174425
handful of	4	4	1.0
of aggressive	2	1569	0.0012746972594008922
aggressive plant	2	4	0.5
plant species	10	2317	0.0043159257660768235
species from	2	36	0.05555555555555555
from crowding	2	304	0.006578947368421052
crowding out	2	2	1.0
out scores	2	70	0.02857142857142857
scores of	3	3	1.0
of less	3	1569	0.0019120458891013384
less aggressive	2	21	0.09523809523809523
aggressive ones	2	4	0.5
ones .	2	5	0.4
<s> pruett	1	2220	0.00045045045045045046
pruett has	1	1	1.0
has worked	2	247	0.008097165991902834
worked as	3	22	0.13636363636363635
as a	37	235	0.1574468085106383
a church	1	1783	0.0005608524957936063
church custodian	1	3	0.3333333333333333
custodian and	1	1	1.0
and in	12	1342	0.00894187779433681
in a	119	1651	0.07207752877044216
a cinder-block	1	1783	0.0005608524957936063
cinder-block plant	1	1	1.0
plant in	421	2317	0.18170047475183426
in jobs	1	1651	0.0006056935190793458
jobs that	3	92	0.03260869565217391
that were	2	612	0.0032679738562091504
were better	1	98	0.01020408163265306
better than	2	18	0.1111111111111111
than the	4	85	0.047058823529411764
the alternative	1	3676	0.0002720348204570185
alternative .	1	4	0.25
<s> ``	140	2220	0.06306306306306306
`` i	18	306	0.058823529411764705
i 'm	8	63	0.12698412698412698
'm already	2	8	0.25
already telling	2	27	0.07407407407407407
telling my	2	6	0.3333333333333333
my kids	2	18	0.1111111111111111
kids to	2	4	0.5
to go	6	1551	0.0038684719535783366
go out	2	14	0.14285714285714285
out to	6	70	0.08571428571428572
to a	44	1551	0.028368794326241134
a city	3	1783	0.0016825574873808188
city and	4	52	0.07692307692307693
and start	2	1342	0.0014903129657228018
start a	3	25	0.12
a new	80	1783	0.044868199663488505
new business	2	292	0.00684931506849315
business ,	7	72	0.09722222222222222
, ''	157	3842	0.04086413326392504
'' said	74	290	0.25517241379310346
said mitsuhiro	2	668	0.0029940119760479044
mitsuhiro onishi	2	2	1.0
onishi ,	2	2	1.0
who runs	2	110	0.01818181818181818
runs a	3	10	0.3
a flower	2	1783	0.0011217049915872126
flower and	3	5	0.6
and plant	67	1342	0.04992548435171386
plant distribution	2	2317	0.0008631851532153647
distribution business	2	10	0.2
business .	12	72	0.16666666666666666
<s> named	1	2220	0.00045045045045045046
named for	1	1	1.0
for the	120	521	0.23032629558541268
the poisonous	1	3676	0.0002720348204570185
poisonous plant	2	2	1.0
plant socrates	1	2317	0.00043159257660768235
socrates used	1	1	1.0
used to	23	47	0.48936170212765956
to kill	1	1551	0.0006447453255963894
kill himself	1	2	0.5
himself ,	3	5	0.6
the nationwide	1	3676	0.0002720348204570185
nationwide group	1	1	1.0
group advocates	1	39	0.02564102564102564
advocates assisted-suicide	1	1	1.0
assisted-suicide rights	1	1	1.0
rights .	1	5	0.2
<s> mickey	1	2220	0.00045045045045045046
mickey parker	1	1	1.0
parker ,	1	1	1.0
, production	2	3842	0.0005205622071837585
production manager	1	86	0.011627906976744186
manager ,	9	34	0.2647058823529412
, says	9	3842	0.002342529932326913
says 3,000	1	22	0.045454545454545456
3,000 putters	1	4	0.25
putters are	1	1	1.0
are in	3	166	0.018072289156626505
in process	1	1651	0.0006056935190793458
process daily	1	20	0.05
daily at	1	2	0.5
, which	148	3842	0.038521603331598125
which produces	5	181	0.027624309392265192
produces 12,000	1	20	0.05
12,000 fat	1	1	1.0
fat lady	1	1	1.0
lady models	1	1	1.0
models per	1	7	0.14285714285714285
per month	4	24	0.16666666666666666
month .	7	48	0.14583333333333334
<s> the	484	2220	0.218018018018018
the new	80	3676	0.02176278563656148
new immigrants	4	292	0.0136986301369863
immigrants work	4	4	1.0
work for	4	40	0.1
for $	13	521	0.02495201535508637
5 or	4	17	0.23529411764705882
or $	8	134	0.05970149253731343
$ 6	9	387	0.023255813953488372
6 an	4	15	0.26666666666666666
hour at	5	24	0.20833333333333334
at a	99	604	0.16390728476821192
a pork	4	1783	0.002243409983174425
pork processing	4	4	1.0
processing plant	14	18	0.7777777777777778
plant where	11	2317	0.004747518342684506
where wages	4	89	0.0449438202247191
wages used	4	8	0.5
to run	11	1551	0.0070921985815602835
run $	4	24	0.16666666666666666
$ 12	4	387	0.0103359173126615
12 or	4	17	0.23529411764705882
$ 13	4	387	0.0103359173126615
13 an	4	16	0.25
hour .	8	24	0.3333333333333333
<s> a	36	2220	0.016216216216216217
a local	10	1783	0.005608524957936063
local woman	3	37	0.08108108108108109
woman had	2	4	0.5
had called	2	113	0.017699115044247787
called the	10	23	0.43478260869565216
the paper	9	3676	0.0024483133841131663
paper to	3	18	0.16666666666666666
to report	3	1551	0.0019342359767891683
report how	3	16	0.1875
how ,	3	45	0.06666666666666667
, 40	3	3842	0.0007808433107756377
40 years	3	14	0.21428571428571427
years earlier	3	99	0.030303030303030304
earlier ,	3	21	0.14285714285714285
, her	3	3842	0.0007808433107756377
her grandfather	3	17	0.17647058823529413
grandfather had	3	3	1.0
had brought	3	113	0.02654867256637168
brought a	5	10	0.5
a 60-year-old	2	1783	0.0011217049915872126
60-year-old century	2	2	1.0
century plant	5	8	0.625
plant home	3	2317	0.001294777729823047
home from	3	15	0.2
from mexico	3	304	0.009868421052631578
mexico .	5	31	0.16129032258064516
<s> she	10	2220	0.0045045045045045045
she said	8	34	0.23529411764705882
said the	59	668	0.08832335329341318
plant was	42	2317	0.01812688821752266
was going	6	265	0.022641509433962263
going to	12	18	0.6666666666666666
to bloom	6	1551	0.0038684719535783366
bloom for	3	6	0.5
the only	9	3676	0.0024483133841131663
only time	3	47	0.06382978723404255
time in	9	36	0.25
in 100	3	1651	0.0018170805572380376
100 years	4	34	0.11764705882352941
years that	4	99	0.04040404040404041
that very	3	612	0.004901960784313725
very night	3	13	0.23076923076923078
night .	3	10	0.3
<s> his	6	2220	0.002702702702702703
his colorful	3	117	0.02564102564102564
colorful account	3	5	0.6
account of	3	3	1.0
of what	7	1569	0.004461440407903123
what happened	4	53	0.07547169811320754
happened when	3	6	0.5
the promised	6	3676	0.001632208922742111
promised blooming	3	8	0.375
blooming did	3	3	1.0
did n't	13	23	0.5652173913043478
n't occur	3	84	0.03571428571428571
occur --	3	6	0.5
-- children	3	277	0.010830324909747292
children cried	3	7	0.42857142857142855
cried ,	3	3	1.0
, grownups	2	3842	0.0005205622071837585
grownups cursed	2	2	1.0
cursed and	3	3	1.0
plant owner	3	2317	0.001294777729823047
owner swore	3	10	0.3
swore ``	2	3	0.6666666666666666
i 'll	3	63	0.047619047619047616
'll never	3	13	0.23076923076923078
never trust	3	24	0.125
trust a	3	3	1.0
a mexican	3	1783	0.0016825574873808188
mexican again	3	14	0.21428571428571427
again ''	3	9	0.3333333333333333
'' --	3	290	0.010344827586206896
-- was	3	277	0.010830324909747292
was picked	3	265	0.011320754716981131
picked up	4	6	0.6666666666666666
up by	3	98	0.030612244897959183
by the	73	290	0.2517241379310345
the associated	3	3676	0.0008161044613710555
associated press	3	7	0.42857142857142855
press and	5	7	0.7142857142857143
and carried	4	1342	0.0029806259314456036
carried by	3	7	0.42857142857142855
by newspapers	3	290	0.010344827586206896
newspapers across	3	8	0.375
the country	16	3676	0.004352557127312296
country .	12	28	0.42857142857142855
in the	283	1651	0.17141126589945488
the decades	2	3676	0.000544069640914037
decades since	2	4	0.5
since that	3	53	0.05660377358490566
that century	2	612	0.0032679738562091504
plant failed	2	2317	0.0008631851532153647
failed to	12	19	0.631578947368421
bloom ,	2	6	0.3333333333333333
, he	65	3842	0.01691827173347215
he has	12	252	0.047619047619047616
has become	7	247	0.02834008097165992
become a	4	13	0.3076923076923077
a television	2	1783	0.0011217049915872126
television news	2	5	0.4
news icon	2	19	0.10526315789473684
icon .	2	2	1.0
<s> later	4	2220	0.0018018018018018018
later ,	4	19	0.21052631578947367
, stoker	1	3842	0.0002602811035918792
stoker said	1	1	1.0
said ,	30	668	0.04491017964071856
, they	16	3842	0.004164497657470068
they were	17	135	0.1259259259259259
were startled	1	98	0.01020408163265306
startled to	1	1	1.0
to find	4	1551	0.0025789813023855577
find that	1	17	0.058823529411764705
that ``	5	612	0.008169934640522876
`` six	1	306	0.0032679738562091504
six inches	1	25	0.04
inches to	1	7	0.14285714285714285
to the	110	1551	0.07092198581560284
the left	1	3676	0.0002720348204570185
left of	1	14	0.07142857142857142
of where	1	1569	0.0006373486297004461
where we	1	89	0.011235955056179775
we were	4	71	0.056338028169014086
were pointing	1	98	0.01020408163265306
pointing was	1	3	0.3333333333333333
was a	18	265	0.06792452830188679
a green	1	1783	0.0005608524957936063
green plant	1	7	0.14285714285714285
plant .	216	2317	0.0932239965472594
the result	3	3676	0.0008161044613710555
result :	1	16	0.0625
: while	1	68	0.014705882352941176
while the	7	47	0.14893617021276595
the bulk	2	3676	0.000544069640914037
bulk of	2	5	0.4
of the	401	1569	0.2555768005098789
the 3,500	1	3676	0.0002720348204570185
3,500 soldiers	1	2	0.5
soldiers here	1	6	0.16666666666666666
here are	1	47	0.02127659574468085
are staying	1	166	0.006024096385542169
staying in	2	2	1.0
in tents	1	1651	0.0006056935190793458
tents ,	1	1	1.0
, in	40	3842	0.010411244143675169
